Row Index,Predicted Category,Similarity Score (%),Analysis
644,DevOps Engineer,69.27,🟡 Good match
645,DevOps Engineer,75.15,🟡 Good match
646,DevOps Engineer,63.78,🟡 Good match
647,DevOps Engineer,69.27,🟡 Good match
648,DevOps Engineer,75.15,🟡 Good match
649,DevOps Engineer,63.78,🟡 Good match
650,DevOps Engineer,69.27,🟡 Good match
651,DevOps Engineer,75.15,🟡 Good match
652,DevOps Engineer,63.78,🟡 Good match
653,DevOps Engineer,69.27,🟡 Good match
654,Network Security Engineer,80.1,🟢 Excellent match
655,Network Security Engineer,72.22,🟡 Good match
656,Network Security Engineer,68.03,🟡 Good match
657,Network Security Engineer,68.48,🟡 Good match
658,Network Security Engineer,65.48,🟡 Good match
659,Network Security Engineer,80.1,🟢 Excellent match
660,Network Security Engineer,72.22,🟡 Good match
661,Network Security Engineer,68.03,🟡 Good match
662,Network Security Engineer,68.48,🟡 Good match
663,Network Security Engineer,65.48,🟡 Good match
664,Network Security Engineer,80.1,🟢 Excellent match
665,Network Security Engineer,72.22,🟡 Good match
666,Network Security Engineer,68.03,🟡 Good match
667,Network Security Engineer,68.48,🟡 Good match
668,Network Security Engineer,65.48,🟡 Good match
669,Network Security Engineer,80.1,🟢 Excellent match
670,Network Security Engineer,72.22,🟡 Good match
671,Network Security Engineer,68.03,🟡 Good match
672,Network Security Engineer,68.48,🟡 Good match
673,Network Security Engineer,65.48,🟡 Good match
674,Network Security Engineer,80.1,🟢 Excellent match
675,Network Security Engineer,72.22,🟡 Good match
676,Network Security Engineer,68.03,🟡 Good match
677,Network Security Engineer,68.48,🟡 Good match
678,Network Security Engineer,65.48,🟡 Good match
679,PMO,82.57,🟢 Excellent match
680,PMO,79.78,🟡 Good match
681,PMO,72.78,🟡 Good match
682,PMO,82.57,🟢 Excellent match
683,PMO,79.78,🟡 Good match
684,PMO,72.78,🟡 Good match
685,PMO,82.57,🟢 Excellent match
686,PMO,79.78,🟡 Good match
687,PMO,72.78,🟡 Good match
688,PMO,82.57,🟢 Excellent match
689,PMO,79.78,🟡 Good match
690,PMO,72.78,🟡 Good match
691,PMO,82.57,🟢 Excellent match
692,PMO,79.78,🟡 Good match
693,PMO,72.78,🟡 Good match
694,PMO,82.57,🟢 Excellent match
695,PMO,79.78,🟡 Good match
696,PMO,72.78,🟡 Good match
697,PMO,82.57,🟢 Excellent match
698,PMO,79.78,🟡 Good match
699,PMO,72.78,🟡 Good match
700,PMO,82.57,🟢 Excellent match
701,PMO,79.78,🟡 Good match
702,PMO,72.78,🟡 Good match
703,PMO,82.57,🟢 Excellent match
704,PMO,79.78,🟡 Good match
705,PMO,72.78,🟡 Good match
706,PMO,82.57,🟢 Excellent match
707,PMO,79.78,🟡 Good match
708,PMO,72.78,🟡 Good match
709,Database,69.65,🟡 Good match
710,Database,73.69,🟡 Good match
711,Database,65.74,🟡 Good match
712,Database,71.66,🟡 Good match
713,Database,56.25,🔴 Needs improvement
714,Database,70.5,🟡 Good match
715,Database,70.74,🟡 Good match
716,Database,70.46,🟡 Good match
717,Database,53.55,🔴 Needs improvement
718,Database,76.71,🟡 Good match
719,Database,48.8,🔴 Needs improvement
720,Database,69.65,🟡 Good match
721,Database,73.69,🟡 Good match
722,Database,65.74,🟡 Good match
723,Database,71.66,🟡 Good match
724,Database,56.25,🔴 Needs improvement
725,Database,70.5,🟡 Good match
726,Database,70.74,🟡 Good match
727,Database,70.46,🟡 Good match
728,Database,53.55,🔴 Needs improvement
729,Database,76.71,🟡 Good match
730,Database,48.8,🔴 Needs improvement
731,Database,69.65,🟡 Good match
732,Database,73.69,🟡 Good match
733,Database,65.74,🟡 Good match
734,Database,71.66,🟡 Good match
735,Database,56.25,🔴 Needs improvement
736,Database,70.5,🟡 Good match
737,Database,70.74,🟡 Good match
738,Database,70.46,🟡 Good match
739,Database,53.55,🔴 Needs improvement
740,Database,76.71,🟡 Good match
741,Database,48.8,🔴 Needs improvement
742,Hadoop,85.16,🟢 Excellent match
743,Hadoop,69.26,🟡 Good match
744,Hadoop,78.59,🟡 Good match
745,Hadoop,70.82,🟡 Good match
746,Hadoop,80.23,🟢 Excellent match
747,Hadoop,62.15,🟡 Good match
748,Hadoop,73.72,🟡 Good match
749,Hadoop,85.16,🟢 Excellent match
750,Hadoop,69.26,🟡 Good match
751,Hadoop,78.59,🟡 Good match
752,Hadoop,70.82,🟡 Good match
753,Hadoop,80.23,🟢 Excellent match
754,Hadoop,62.15,🟡 Good match
755,Hadoop,73.72,🟡 Good match
756,Hadoop,85.16,🟢 Excellent match
757,Hadoop,69.26,🟡 Good match
758,Hadoop,78.59,🟡 Good match
759,Hadoop,70.82,🟡 Good match
760,Hadoop,80.23,🟢 Excellent match
761,Hadoop,62.15,🟡 Good match
762,Hadoop,73.72,🟡 Good match
763,Hadoop,85.16,🟢 Excellent match
764,Hadoop,69.26,🟡 Good match
765,Hadoop,78.59,🟡 Good match
766,Hadoop,70.82,🟡 Good match
767,Hadoop,80.23,🟢 Excellent match
768,Hadoop,62.15,🟡 Good match
769,Hadoop,73.72,🟡 Good match
770,Hadoop,85.16,🟢 Excellent match
771,Hadoop,69.26,🟡 Good match
772,Hadoop,78.59,🟡 Good match
773,Hadoop,70.82,🟡 Good match
774,Hadoop,80.23,🟢 Excellent match
775,Hadoop,62.15,🟡 Good match
776,Hadoop,73.72,🟡 Good match
777,Hadoop,85.16,🟢 Excellent match
778,Hadoop,69.26,🟡 Good match
779,Hadoop,78.59,🟡 Good match
780,Hadoop,70.82,🟡 Good match
781,Hadoop,80.23,🟢 Excellent match
782,Hadoop,62.15,🟡 Good match
783,Hadoop,73.72,🟡 Good match
784,ETL Developer,75.62,🟡 Good match
785,ETL Developer,75.67,🟡 Good match
786,ETL Developer,63.35,🟡 Good match
787,ETL Developer,66.04,🟡 Good match
788,ETL Developer,57.33,🔴 Needs improvement
789,ETL Developer,75.62,🟡 Good match
790,ETL Developer,75.67,🟡 Good match
791,ETL Developer,63.35,🟡 Good match
792,ETL Developer,66.04,🟡 Good match
793,ETL Developer,57.33,🔴 Needs improvement
794,ETL Developer,75.62,🟡 Good match
795,ETL Developer,75.67,🟡 Good match
796,ETL Developer,63.35,🟡 Good match
797,ETL Developer,66.04,🟡 Good match
798,ETL Developer,57.33,🔴 Needs improvement
799,ETL Developer,75.62,🟡 Good match
800,ETL Developer,75.67,🟡 Good match
801,ETL Developer,63.35,🟡 Good match
802,ETL Developer,66.04,🟡 Good match
803,ETL Developer,57.33,🔴 Needs improvement
804,ETL Developer,75.62,🟡 Good match
805,ETL Developer,75.67,🟡 Good match
806,ETL Developer,63.35,🟡 Good match
807,ETL Developer,66.04,🟡 Good match
808,ETL Developer,57.33,🔴 Needs improvement
809,ETL Developer,75.62,🟡 Good match
810,ETL Developer,75.67,🟡 Good match
811,ETL Developer,63.35,🟡 Good match
812,ETL Developer,66.04,🟡 Good match
813,ETL Developer,57.33,🔴 Needs improvement
814,ETL Developer,75.62,🟡 Good match
815,ETL Developer,75.67,🟡 Good match
816,ETL Developer,63.35,🟡 Good match
817,ETL Developer,66.04,🟡 Good match
818,ETL Developer,57.33,🔴 Needs improvement
819,ETL Developer,75.62,🟡 Good match
820,ETL Developer,75.67,🟡 Good match
821,ETL Developer,63.35,🟡 Good match
822,ETL Developer,66.04,🟡 Good match
823,ETL Developer,57.33,🔴 Needs improvement
824,Java Developer,33.97,🔴 Needs improvement
825,DotNet Developer,67.38,🟡 Good match
826,DotNet Developer,59.74,🔴 Needs improvement
827,DotNet Developer,60.59,🟡 Good match
828,DotNet Developer,70.74,🟡 Good match
829,DotNet Developer,64.42,🟡 Good match
830,DotNet Developer,76.23,🟡 Good match
831,Java Developer,33.97,🔴 Needs improvement
832,DotNet Developer,67.38,🟡 Good match
833,DotNet Developer,59.74,🔴 Needs improvement
834,DotNet Developer,60.59,🟡 Good match
835,DotNet Developer,70.74,🟡 Good match
836,DotNet Developer,64.42,🟡 Good match
837,DotNet Developer,76.23,🟡 Good match
838,Java Developer,33.97,🔴 Needs improvement
839,DotNet Developer,67.38,🟡 Good match
840,DotNet Developer,59.74,🔴 Needs improvement
841,DotNet Developer,60.59,🟡 Good match
842,DotNet Developer,70.74,🟡 Good match
843,DotNet Developer,64.42,🟡 Good match
844,DotNet Developer,76.23,🟡 Good match
845,Java Developer,33.97,🔴 Needs improvement
846,DotNet Developer,67.38,🟡 Good match
847,DotNet Developer,59.74,🔴 Needs improvement
848,DotNet Developer,60.59,🟡 Good match
849,DotNet Developer,70.74,🟡 Good match
850,DotNet Developer,64.42,🟡 Good match
851,DotNet Developer,76.23,🟡 Good match
852,Blockchain,64.29,🟡 Good match
853,Blockchain,67.83,🟡 Good match
854,Blockchain,59.57,🔴 Needs improvement
855,Blockchain,67.61,🟡 Good match
856,Blockchain,54.54,🔴 Needs improvement
857,Blockchain,64.29,🟡 Good match
858,Blockchain,67.83,🟡 Good match
859,Blockchain,59.57,🔴 Needs improvement
860,Blockchain,67.61,🟡 Good match
861,Blockchain,54.54,🔴 Needs improvement
862,Blockchain,64.29,🟡 Good match
863,Blockchain,67.83,🟡 Good match
864,Blockchain,59.57,🔴 Needs improvement
865,Blockchain,67.61,🟡 Good match
866,Blockchain,54.54,🔴 Needs improvement
867,Blockchain,64.29,🟡 Good match
868,Blockchain,67.83,🟡 Good match
869,Blockchain,59.57,🔴 Needs improvement
870,Blockchain,67.61,🟡 Good match
871,Blockchain,54.54,🔴 Needs improvement
872,Blockchain,64.29,🟡 Good match
873,Blockchain,67.83,🟡 Good match
874,Blockchain,59.57,🔴 Needs improvement
875,Blockchain,67.61,🟡 Good match
876,Blockchain,54.54,🔴 Needs improvement
877,Blockchain,64.29,🟡 Good match
878,Blockchain,67.83,🟡 Good match
879,Blockchain,59.57,🔴 Needs improvement
880,Blockchain,67.61,🟡 Good match
881,Blockchain,54.54,🔴 Needs improvement
882,Blockchain,64.29,🟡 Good match
883,Blockchain,67.83,🟡 Good match
884,Blockchain,59.57,🔴 Needs improvement
885,Blockchain,67.61,🟡 Good match
886,Blockchain,54.54,🔴 Needs improvement
887,Blockchain,64.29,🟡 Good match
888,Blockchain,67.83,🟡 Good match
889,Blockchain,59.57,🔴 Needs improvement
890,Blockchain,67.61,🟡 Good match
891,Blockchain,54.54,🔴 Needs improvement
892,Testing,54.49,🔴 Needs improvement
893,Testing,54.31,🔴 Needs improvement
894,Testing,46.51,🔴 Needs improvement
895,Testing,58.79,🔴 Needs improvement
896,Testing,55.22,🔴 Needs improvement
897,Testing,44,🔴 Needs improvement
898,Testing,53.79,🔴 Needs improvement
899,Testing,54.49,🔴 Needs improvement
900,Testing,54.31,🔴 Needs improvement
901,Testing,46.51,🔴 Needs improvement
902,Testing,58.79,🔴 Needs improvement
903,Testing,55.22,🔴 Needs improvement
904,Testing,44,🔴 Needs improvement
905,Testing,53.79,🔴 Needs improvement
906,Testing,54.49,🔴 Needs improvement
907,Testing,54.31,🔴 Needs improvement
908,Testing,46.51,🔴 Needs improvement
909,Testing,58.79,🔴 Needs improvement
910,Testing,55.22,🔴 Needs improvement
911,Testing,44,🔴 Needs improvement
912,Testing,53.79,🔴 Needs improvement
913,Testing,54.49,🔴 Needs improvement
914,Testing,54.31,🔴 Needs improvement
915,Testing,46.51,🔴 Needs improvement
916,Testing,58.79,🔴 Needs improvement
917,Testing,55.22,🔴 Needs improvement
918,Testing,44,🔴 Needs improvement
919,Testing,53.79,🔴 Needs improvement
920,Testing,54.49,🔴 Needs improvement
921,Testing,54.31,🔴 Needs improvement
922,Testing,46.51,🔴 Needs improvement
923,Testing,58.79,🔴 Needs improvement
924,Testing,55.22,🔴 Needs improvement
925,Testing,44,🔴 Needs improvement
926,Testing,53.79,🔴 Needs improvement
927,Testing,54.49,🔴 Needs improvement
928,Testing,54.31,🔴 Needs improvement
929,Testing,46.51,🔴 Needs improvement
930,Testing,58.79,🔴 Needs improvement
931,Testing,55.22,🔴 Needs improvement
932,Testing,44,🔴 Needs improvement
933,Testing,53.79,🔴 Needs improvement
934,Testing,54.49,🔴 Needs improvement
935,Testing,54.31,🔴 Needs improvement
936,Testing,46.51,🔴 Needs improvement
937,Testing,58.79,🔴 Needs improvement
938,Testing,55.22,🔴 Needs improvement
939,Testing,44,🔴 Needs improvement
940,Testing,53.79,🔴 Needs improvement
941,Testing,54.49,🔴 Needs improvement
942,Testing,54.31,🔴 Needs improvement
943,Testing,46.51,🔴 Needs improvement
944,Testing,58.79,🔴 Needs improvement
945,Testing,55.22,🔴 Needs improvement
946,Testing,44,🔴 Needs improvement
947,Testing,53.79,🔴 Needs improvement
948,Testing,54.49,🔴 Needs improvement
949,Testing,54.31,🔴 Needs improvement
950,Testing,46.51,🔴 Needs improvement
951,Testing,58.79,🔴 Needs improvement
952,Testing,55.22,🔴 Needs improvement
953,Testing,44,🔴 Needs improvement
954,Testing,53.79,🔴 Needs improvement
955,Testing,54.49,🔴 Needs improvement
956,Testing,54.31,🔴 Needs improvement
957,Testing,46.51,🔴 Needs improvement
958,Testing,58.79,🔴 Needs improvement
959,Testing,55.22,🔴 Needs improvement
960,Testing,44,🔴 Needs improvement
961,Testing,53.79,🔴 Needs improvement
